Date,1. open,2. high,3. low,4. close,5. volume
2019-12-31,151.8100,159.5500,146.6500,157.7000,452664147
2019-11-29,144.2600,152.5000,142.9700,151.3800,393028043
2019-10-31,139.6600,145.6700,133.2200,143.3700,560654410
2019-09-30,136.6100,142.3700,134.5100,139.0300,477645820
2019-08-30,137.0000,140.9400,130.7800,137.8600,585509525
2019-07-31,136.6300,141.6800,134.6700,136.2700,484553299
2019-06-28,123.8500,138.4000,119.0100,133.9600,508324437
2019-05-31,130.5300,130.6500,123.0400,123.6800,547218448
2019-04-30,118.9500,131.3700,118.1000,130.6000,433157868
2019-03-29,112.8900,120.8200,108.8000,117.9400,589045341
2019-02-28,103.7800,113.2400,102.3500,112.0300,469095970
2019-01-31,99.5500,107.9000,97.2000,104.4300,714204787
