Date,1. open,2. high,3. low,4. close,5. volume
2014-12-31,47.8800,49.0600,44.9000,46.4500,626810606
2014-11-28,46.8900,50.0450,46.7300,47.8100,523008240
2014-10-31,46.2700,46.9700,42.1000,46.9500,853297059
2014-09-30,45.4300,47.5700,44.5300,46.3600,860084532
2014-08-29,43.2100,45.4700,42.2100,45.4300,513429400
2014-07-31,41.8600,45.7100,41.0500,43.1600,731616500
2014-06-30,40.9500,42.2900,39.8600,41.7000,555779700
2014-05-30,40.2401,40.9700,38.5100,40.9400,574362900
2014-04-30,41.1500,41.6600,38.9000,40.4000,746113500
2014-03-31,37.9200,41.5000,37.4950,40.9900,778425700
2014-02-28,37.7400,38.4600,35.6900,38.3100,705304500
2014-01-31,37.3500,37.8900,34.6300,37.8400,930226200
