Date,1. open,2. high,3. low,4. close,5. volume
2018-12-31,184.4600,184.9400,146.5900,157.7400,898917007
2018-11-30,219.0500,222.3600,170.2600,178.5800,961321947
2018-10-31,227.9500,233.4700,206.0900,218.8600,789748068
2018-09-28,228.4100,229.6700,215.3000,225.7400,678972040
2018-08-31,199.1300,228.8700,197.3100,227.6300,700318837
2018-07-31,183.8200,195.9600,183.4200,190.2900,393843881
2018-06-29,187.9900,194.2000,180.7300,185.1100,527624365
2018-05-31,166.4100,190.3700,165.2700,186.8700,620976206
2018-04-30,166.6400,178.9400,160.6300,165.2600,666360147
2018-03-29,178.5400,183.5000,164.9400,167.7800,701387082
2018-02-28,167.1700,180.6200,150.2400,178.1200,888378184
2018-01-31,170.1600,180.1000,164.7000,167.4300,639245534
