Date,1. open,2. high,3. low,4. close,5. volume
2006-12-29,29.2300,30.2600,28.8000,29.8600,1137160900
2006-11-30,28.7800,30.0001,28.5800,29.3600,1239142000
2006-10-31,27.3200,28.8501,27.1500,28.7100,1290967400
2006-09-29,25.8900,27.5200,25.3900,27.3500,1097482600
2006-08-31,24.0200,26.2501,23.8500,25.7000,1134188400
2006-07-31,23.5300,24.6000,22.2300,24.0600,1332298100
2006-06-30,22.7400,23.6500,21.4599,23.3000,1971637200
2006-05-31,24.3300,25.0000,22.4500,22.6500,2309193400
2006-04-28,27.6700,27.9410,24.0000,24.1500,1446126900
2006-03-31,26.9900,28.2200,26.6200,27.2100,1437940900
2006-02-28,27.9500,28.0700,26.3400,26.8700,1047699000
2006-01-31,26.2500,28.3800,26.1000,28.1500,1388622700
