Date,1. open,2. high,3. low,4. close,5. volume
2011-12-30,25.5600,26.1900,25.1600,25.9600,1007166600
2011-11-30,26.1900,27.2000,24.3000,25.5800,1046207400
2011-10-31,24.7200,27.5000,24.2600,26.6300,1218142500
2011-09-30,26.4600,27.5000,24.6000,24.8900,1279920200
2011-08-31,27.5100,27.6850,23.7900,26.6000,1719339500
2011-07-29,25.9300,28.1450,25.8400,27.4000,1259328200
2011-06-30,24.9900,26.0000,23.6500,26.0000,1297757600
2011-05-31,25.9400,26.2500,24.0300,25.0100,1364062800
2011-04-29,25.5300,26.8700,24.7200,25.9200,1313844800
2011-03-31,26.6000,26.7800,24.6800,25.3900,1310885200
2011-02-28,27.8000,28.3400,26.4300,26.5800,1114368500
2011-01-31,28.0500,29.4600,27.4200,27.7250,1361258700
