Date,1. open,2. high,3. low,4. close,5. volume
2004-12-31,26.9500,27.4400,26.6790,26.7200,1803777700
2004-11-30,28.1500,30.2000,24.8600,26.8100,1739407300
2004-10-29,27.8100,28.8900,27.4200,27.9700,1300591200
2004-09-30,27.2400,27.7900,26.7400,27.6500,1141012300
2004-08-31,28.2700,28.5500,25.9500,27.3000,1094195300
2004-07-30,28.6900,29.8900,27.2500,28.4900,1550446900
2004-06-30,26.1200,28.8000,25.8600,28.5600,1534889700
2004-05-28,26.2100,26.6000,25.4200,26.2300,1141456900
2004-04-30,24.9500,27.7200,24.8500,26.1300,1558947800
2004-03-31,26.6500,26.7200,24.0100,24.9300,1703041000
2004-02-27,27.6300,27.8000,26.3500,26.5300,1032065600
2004-01-30,27.5800,28.8300,27.2600,27.6500,1232189000
