Date,1. open,2. high,3. low,4. close,5. volume
2007-12-31,181.8600,202.9600,176.9900,198.0800,616167100
2007-11-30,188.6000,192.6800,150.6300,182.2200,935706800
2007-10-31,154.6300,190.1200,152.9300,189.9500,831349700
2007-09-28,139.9400,155.0000,130.0000,153.4700,747543700
2007-08-31,133.6400,139.6500,111.6200,138.4800,870028500
2007-07-31,121.0500,148.9200,119.3000,131.7600,857806200
2007-06-29,121.1000,127.6100,115.4000,122.0400,831412200
2007-05-31,99.5900,122.1700,98.5500,121.1910,620181000
2007-04-30,94.1400,102.5000,89.6000,99.8000,480705000
2007-03-30,84.0300,96.8300,83.7500,92.9100,568523000
2007-02-28,86.2300,90.8100,82.8600,84.6100,490084100
2007-01-31,86.2900,97.8000,81.9000,85.7300,971777900
