Date,1. open,2. high,3. low,4. close,5. volume
2017-12-29,83.6000,87.4999,80.7000,85.5400,447828256
2017-11-30,83.6800,85.0600,82.2400,84.1700,415711970
2017-10-31,74.7100,86.2000,73.7100,83.1800,440510118
2017-09-29,74.7100,75.9700,72.9200,74.4900,367134396
2017-08-31,73.1000,74.9600,71.2800,74.7700,429156682
2017-07-31,69.3300,74.4200,68.0200,72.7000,451248934
2017-06-30,70.2400,72.8900,68.0900,68.9300,610120893
2017-05-31,68.6800,70.7400,67.1400,69.8400,505249296
2017-04-28,65.8100,69.1400,64.8500,68.4600,428857613
2017-03-31,64.1300,66.1900,63.6200,65.8600,489173200
2017-02-28,64.3550,65.2400,62.7500,63.9800,440744043
2017-01-31,62.7900,65.9100,61.9500,64.6500,494435826
