Date,1. open,2. high,3. low,4. close,5. volume
2007-12-31,33.5000,36.7200,32.6300,35.6000,1064817100
2007-11-30,36.5300,37.5000,32.6800,33.6000,1830846800
2007-10-31,29.4600,37.0000,29.2900,36.8100,1772076700
2007-09-28,28.5000,29.8500,28.2700,29.4600,1117419500
2007-08-31,28.9700,30.1000,27.5100,28.7300,1228579500
2007-07-31,29.6700,31.8400,28.9500,28.9900,1295548000
2007-06-29,30.7900,30.9000,29.0400,29.4700,1181412800
2007-05-31,29.9400,31.1600,29.9000,30.6901,1327154700
2007-04-30,27.8900,30.7400,27.5600,29.9400,958964900
2007-03-30,27.8200,28.5500,26.6000,27.8700,1269506500
2007-02-28,30.8400,30.9400,27.7900,28.1700,1290850900
2007-01-31,29.9100,31.4800,29.4000,30.8600,1324518200
