Date,1. open,2. high,3. low,4. close,5. volume
2008-12-31,19.8750,21.2500,18.4700,19.4400,1546943400
2008-11-28,22.4800,23.6600,17.5000,20.2200,1794911800
2008-10-31,26.3800,27.4700,20.6500,22.3300,3044579400
2008-09-30,27.6650,27.7600,23.5000,26.6900,1927538700
2008-08-29,25.9500,28.5000,25.0700,27.2900,1206949700
2008-07-31,27.2200,27.9100,24.8700,25.7200,1579425446
2008-06-30,28.2400,29.5700,27.1100,27.5100,1560439100
2008-05-30,28.4800,30.5300,27.9500,28.3200,1405170200
2008-04-30,28.8300,32.1000,27.9300,28.5200,1444720000
2008-03-31,27.2400,29.5900,26.8700,28.3800,1452390200
2008-02-29,31.0600,33.2500,27.0200,27.1999,2324580800
2008-01-31,35.7900,35.9600,31.0400,32.6000,1950301600
