Date,1. open,2. high,3. low,4. close,5. volume
2002-12-31,58.6500,58.9600,51.2600,51.7000,634185100
2002-11-29,52.4300,58.6400,51.9000,57.6800,777998600
2002-10-31,44.3200,54.0700,43.1900,53.4700,1237685300
2002-09-30,48.5200,51.1000,43.1100,43.7400,847852900
2002-08-30,47.5800,53.4500,43.8000,49.0800,857878600
2002-07-31,54.1200,54.9300,41.4100,47.9800,1216094000
2002-06-28,50.9900,56.4400,49.1700,54.7000,917036500
2002-05-31,52.1600,56.4400,48.3500,50.9100,710133100
2002-04-30,59.8300,60.4000,51.4400,52.2600,708739700
2002-03-28,59.0500,65.0000,58.3100,60.3100,536622100
2002-02-28,64.1500,64.5000,57.1500,58.3400,565579600
2002-01-31,66.6500,70.6200,61.3300,63.7100,680057900
