Date,1. open,2. high,3. low,4. close,5. volume
2009-12-31,136.9700,145.9100,125.6474,134.5200,207471100
2009-11-30,118.6600,136.0800,116.2500,135.9100,160305100
2009-10-30,92.5000,125.6800,88.2700,118.8100,268616400
2009-09-30,80.7400,94.5000,77.5100,93.3600,128121800
2009-08-31,86.5600,88.2000,80.2500,81.1900,112622900
2009-07-31,84.4200,94.4000,75.4100,85.7600,175461400
2009-06-30,78.2100,88.5600,76.2500,83.6600,152085400
2009-05-29,80.3800,83.6000,73.1000,77.9900,137603400
2009-04-30,73.0150,86.6800,71.7100,80.5200,185032000
2009-03-31,63.9400,75.6100,59.8200,73.4400,227672300
2009-02-27,58.5700,67.3600,58.1300,64.7900,186780200
2009-01-30,51.3500,59.7400,47.6300,58.8200,204072300
