Date,1. open,2. high,3. low,4. close,5. volume
2009-12-31,202.2400,213.9500,188.6800,210.7320,406927100
2009-11-30,189.8000,208.0000,185.5700,199.9100,301956600
2009-10-30,185.3500,208.7099,180.7000,188.5000,462720600
2009-09-30,167.9900,188.9000,164.1100,185.3500,356761400
2009-08-31,165.2100,172.4900,159.4200,168.2100,291611600
2009-07-31,143.5000,165.0000,134.4200,163.3900,390790600
2009-06-30,136.4700,146.4000,132.8800,142.4300,452699000
2009-05-29,125.8000,135.9000,119.3800,135.8100,337755100
2009-04-30,104.0900,127.2000,103.8900,125.8300,422202900
2009-03-31,89.3100,109.9800,82.3300,105.1200,550878500
2009-02-27,89.1000,103.0000,86.5100,89.3100,495266100
2009-01-30,85.8800,97.1700,78.2000,90.1300,646633600
