Date,1. open,2. high,3. low,4. close,5. volume
2000-12-29,17.0000,17.5000,13.6300,14.8800,158195900
2000-11-30,19.4400,23.0000,16.1200,16.5000,151578100
2000-10-31,26.6900,26.7500,17.5000,19.5600,391174800
2000-09-29,61.3100,64.1200,25.3700,25.7500,259230900
2000-08-31,50.3100,61.5000,44.2500,60.9400,100644400
2000-07-31,52.1300,60.6300,46.8800,50.8100,102620900
2000-06-30,81.7500,103.9400,50.3100,52.3800,89106200
2000-05-31,124.8700,126.2500,81.7500,84.0000,87569200
2000-04-28,135.5000,139.5000,104.8700,124.0600,77342900
2000-03-31,118.5600,150.3800,114.0000,135.8100,77663900
2000-02-29,104.0000,119.9400,97.0000,114.6200,65355200
2000-01-31,104.8700,121.5000,86.5000,103.7500,112099800
