Date,1. open,2. high,3. low,4. close,5. volume
2014-12-31,118.8100,119.2500,106.2600,110.3800,1073775862
2014-11-28,108.2200,119.7500,107.7200,118.9300,820471729
2014-10-31,100.5900,108.0400,95.1800,108.0000,1360280122
2014-09-30,103.0600,103.7400,96.1400,100.7500,1523782675
2014-08-29,94.9000,102.9000,93.2800,102.5000,930931500
2014-07-31,93.5200,99.4400,92.5700,95.6000,1035191700
2014-06-30,633.9600,651.2600,89.6500,92.9300,853194497
2014-05-30,592.0000,644.1700,580.3300,633.0000,204845300
2014-04-30,537.7600,599.4300,511.3300,590.0900,229823600
2014-03-31,523.4200,549.0000,522.8100,536.7400,178632100
2014-02-28,502.6100,551.1900,499.3000,526.2400,210013100
2014-01-31,555.6800,560.2000,493.5500,500.6000,313069800
