Date,1. open,2. high,3. low,4. close,5. volume
2012-12-31,252.5400,263.1100,242.7500,250.8700,60871200
2012-11-30,234.2300,252.6500,218.1800,252.0500,67213600
2012-10-31,255.4000,261.9000,222.9200,232.8931,81568500
2012-09-28,248.2700,264.1100,244.6600,254.3200,63570500
2012-08-31,234.1400,250.0000,228.6600,248.2700,60192400
2012-07-31,229.3000,240.7400,212.6100,233.3000,77340200
2012-06-29,208.4400,228.3500,206.3700,228.3500,65745600
2012-05-31,229.4000,232.9700,207.1100,212.9100,92774300
2012-04-30,198.0200,233.8400,183.6500,231.9000,110535400
2012-03-30,179.8900,209.8500,176.5800,202.5100,112975100
2012-02-29,173.8100,193.5700,172.0000,179.6900,146580400
2012-01-31,175.8900,196.5000,173.5000,194.4400,110536900
