Date,1. open,2. high,3. low,4. close,5. volume
2003-12-31,25.9000,27.5500,25.5000,27.3700,1476461300
2003-11-28,26.3500,26.7500,24.8400,25.7100,1442336700
2003-10-31,28.0300,29.4600,25.9100,26.1400,1400032500
2003-09-30,26.7000,30.0000,26.4700,27.8000,1253309100
2003-08-29,26.3300,26.9500,25.4300,26.5200,966506900
2003-07-31,25.5900,27.8100,25.3900,26.4100,1292011000
2003-06-30,24.9800,26.5100,23.6000,25.6400,1569995800
2003-05-30,25.5400,26.5000,23.8900,24.6100,1311003700
2003-04-30,24.4600,26.4300,23.9500,25.5700,1249617700
2003-03-31,24.0200,26.8000,22.5500,24.2100,1371902600
2003-02-28,47.9300,49.1000,23.3000,23.7000,910628150
2003-01-31,52.3000,57.3200,47.0300,47.4600,859331100
