Date,1. open,2. high,3. low,4. close,5. volume
2016-12-30,60.1100,64.1000,58.8000,62.1400,513579428
2016-11-30,59.9700,61.4100,57.2800,60.2600,613056964
2016-10-31,57.4050,61.3699,56.3150,59.9200,614841775
2016-09-30,57.0100,58.1900,55.6100,57.6000,526855083
2016-08-31,56.6000,58.7000,56.1400,57.4600,467079004
2016-07-29,51.1300,57.2900,50.3900,56.6800,647587634
2016-06-30,52.4400,52.9500,48.0350,51.1700,823987498
2016-05-31,50.0000,53.0000,49.4600,53.0000,530869347
2016-04-29,55.0500,56.7700,49.3500,49.8700,699025640
2016-03-31,50.9700,55.6400,50.5800,55.2300,640372350
2016-02-29,54.8800,55.0900,48.1900,50.8800,814770780
2016-01-29,54.3200,55.3900,49.1000,55.0900,927914485
