Date,1. open,2. high,3. low,4. close,5. volume
2011-12-30,191.8500,199.6600,166.9700,173.1000,125595200
2011-11-30,208.1100,222.3500,181.5100,192.2900,136588100
2011-10-31,217.0100,246.7100,196.5100,213.5100,159214400
2011-09-30,215.2800,244.0000,204.4700,216.2300,143623300
2011-08-31,225.0000,227.4500,177.1000,215.2300,155194700
2011-07-29,205.5500,227.2000,203.6100,222.5200,92808500
2011-06-30,196.0600,206.2500,181.5900,204.4900,95563700
2011-05-31,196.5700,206.3900,190.8800,196.6900,106274500
2011-04-29,181.5800,197.8000,175.3700,195.8100,116749400
2011-03-31,173.5300,181.5700,160.5900,180.1300,118979100
2011-02-28,170.5200,191.4000,169.5100,173.2900,95776400
2011-01-31,181.3700,191.6000,166.9000,169.6400,113611300
