Date,1. open,2. high,3. low,4. close,5. volume
2006-12-29,40.2600,40.6400,37.7000,39.4600,121040700
2006-11-30,38.1250,43.2500,36.8700,40.3400,146802400
2006-10-31,31.9800,38.5900,30.5800,38.0900,209485000
2006-09-29,30.8500,32.8100,29.6800,32.1200,146018700
2006-08-31,26.5500,30.9900,25.7600,30.8300,159186800
2006-07-31,38.5200,38.6200,25.9600,26.8900,228663400
2006-06-30,34.6250,38.8400,32.4200,38.6800,115117400
2006-05-31,35.0600,36.5000,31.5200,34.6100,146896000
2006-04-28,36.5600,38.8400,35.0100,35.2100,106758600
2006-03-31,37.4300,37.8300,35.1391,36.5300,122178100
2006-02-28,43.9100,44.6900,37.0500,37.4400,165544700
2006-01-31,47.4700,48.5800,43.1000,44.8200,123410300
